,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가,단위가격,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
6874,2019-03-12 8:20,20,한일 대용량 스텐 분쇄믹서기,9,109800,16402000,150,Tuesday,No,No,10,1,2,2,0.9,11.9,5.8,0.9,51,104.49,8:20:00,50,14,0,0,1
27893,2019-09-24 12:40,20,일시불  쿠쿠전기밥솥 6인용(QS),9,198000,5383000,28,Tuesday,No,No,11,1,2,1,12.6,25,17.8,0,22,105.2,12:40:00,76,59,0,0,1
32635,2019-11-11 21:20,30,(1등급)221L_딤채김치냉장고,1,899000,14849000,17,Monday,No,No,12,1,2,2,7.8,16.9,12.1,1.1,25,104.87,21:20:00,128,9,0,0,0
25958,2019-09-06 15:00,20,안동간고등어 20팩,3,30900,32748000,1060,Friday,No,No,1,1,2,2,22.1,28.9,25.4,2.9,17,105.2,15:00:00,90,17,0,0,4
18873,2019-06-30 15:20,20,무이자 린나이 자동불꽃조절 가스레인지 3구,9,289000,18418000,64,Sunday,Yes,No,12,1,2,0,20.1,28.5,23.8,0,23,104.88,15:20:00,92,12,0,1,6
33458,2019-11-20 20:40,20,한세트 보국미니히터(BKH-1083P/ BKH-1083PR),4,59000,7912000,135,Wednesday,No,No,6,1,2,2,-2.1,8.9,2.6,0,22,104.87,20:40:00,124,0,0,0,2
32183,2019-11-07 1:00,20,초특가 무이자 삼성 UHD TVUN55RU7150FXKR,1,1110000,6049000,6,Thursday,No,No,12,0,2,0,5.7,16.9,10.8,0,34,104.87,1:00:00,6,1,0,0,3
22475,2019-08-03 1:40,20,AAD 남성 소가죽 구름 샌들,8,29000,4457000,154,Saturday,Yes,No,1,1,2,2,24.2,34.1,28.3,0.5,23,104.81,1:40:00,10,68,0,1,5
7138,2019-03-14 13:20,20,뱅뱅 남성 봄 데님팬츠 3종,6,69900,11287000,162,Thursday,No,No,8,1,0,2,-2.4,11.8,5.2,0,32,104.49,13:20:00,80,42,0,0,3
7794,2019-03-21 1:00,30,무이자  모즈 미니오븐,9,89000,0,0,Thursday,No,No,9,1,2,0,4.5,15,9.8,2.1,26,104.49,1:00:00,6,0,0,0,3
22152,2019-07-30 19:20,20,헤드 파이로라이트 트렁크 8종 패키지(7월),5,59000,11586000,197,Tuesday,No,No,6,1,2,2,24.7,32.5,28.4,0.7,17,104.56,19:20:00,116,19,0,0,1
29700,2019-10-11 21:40,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,93380000,69,Friday,No,No,12,1,2,1,11.9,24.8,17.9,0,28,105.46,21:40:00,130,9,0,0,4
25562,2019-09-02 17:00,20,현대어찬 손질갈치,3,36900,24516000,665,Monday,No,No,3,1,2,2,19.1,25.1,21.6,11.4,20,105.2,17:00:00,102,83,0,0,0
30195,2019-10-17 0:30,30,사운드룩 올인원 LP턴테이블 오디오 SLT-5080PRO,4,258000,35676000,139,Thursday,No,No,12,1,2,2,9.5,19.9,14,0,26,105.46,0:30:00,3,0,0,0,3
7094,2019-03-13 23:20,20,일시불 LG 통돌이 세탁기,1,439000,34050000,78,Wednesday,No,No,12,1,2,1,-1.5,9.4,3.9,0,32,104.49,23:20:00,140,10,0,0,2
18107,2019-06-22 11:40,20,코치 노리타 리스틀릿,8,138000,19396000,141,Saturday,Yes,No,10,1,2,2,17.4,27.1,21.7,1,19,104.88,11:40:00,70,0,0,1,5
23596,2019-08-13 13:00,20,(무)100%리얼착즙석류 4박스,2,77000,1931000,26,Tuesday,No,No,9,0,2,2,24.3,33.7,28.5,1.2,21,104.81,13:00:00,78,63,0,0,1
14355,2019-05-17 6:00,20,코이모 리빙박스 8종,4,52900,9112000,173,Friday,No,No,5,1,2,2,15,27.3,21.3,1.7,37,105.05,6:00:00,36,74,0,0,4
33116,2019-11-16 22:20,20,(무)[보루네오] 피올레 천연소가죽 소파 4인용,0,949000,12736000,14,Saturday,Yes,No,12,1,2,2,5.1,17.1,10.3,0.2,32,104.87,22:20:00,134,8,0,1,5
3674,2019-02-08 20:40,20,일시불 삼성 UHD TV UN65NU7010FXKR,1,1700000,18231000,11,Friday,No,No,12,0,2,1,-5.9,3.2,-2,0,24,104.69,20:40:00,124,1,0,0,4
28221,2019-09-27 22:40,20,USPA 여성 퀼팅자켓 1종,6,59000,10231000,174,Friday,No,No,6,1,1,2,16.8,26.9,21.4,1.5,26,105.2,22:40:00,136,79,0,0,4
29814,2019-10-12 23:00,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,0,648000,24637000,39,Saturday,Yes,No,12,1,2,2,13.5,23.4,18,0,25,105.46,23:00:00,138,18,0,1,5
16776,2019-06-09 9:00,20,무이자 LG 통돌이 세탁기,1,489000,15170000,32,Sunday,Yes,No,12,1,2,0,16.1,25,19.7,1.5,22,104.88,9:00:00,54,10,0,1,6
12516,2019-05-02 14:30,30,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),5,99900,79383000,795,Thursday,No,No,10,1,2,2,8.3,24.1,16,0,56,105.05,14:30:00,87,65,0,0,3
25403,2019-09-01 0:00,20,[가이거] 블랙 에디션 다이아몬드 워치(여성용),8,178000,35389000,199,Sunday,Yes,No,11,1,2,2,18,26.8,22.1,0.8,19,105.2,0:00:00,0,107,0,1,6
24908,2019-08-26 7:00,20,NNF SS트레이닝 세트(8월),6,29000,21589000,745,Monday,No,No,1,1,2,2,19,30,24.3,0.1,21,104.81,7:00:00,42,0,0,0,0
30083,2019-10-15 22:40,20,무이자 삼성 국내제조 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+청소기),1,1569000,20714000,14,Tuesday,No,No,12,1,2,0,8.5,18.8,13.3,1.2,21,105.46,22:40:00,136,96,0,0,1
15,2019-01-01 10:00,20,CERINI by PAT 남성 풀패키지 기모니트 3종,6,79900,48799000,611,Tuesday,No,Yes,9,1,0,2,-5.8,2.1,-2.1,0.1,26,104.24,10:00:00,60,36,1,0,1
4488,2019-02-16 22:40,20,일시불 삼성 유로피안 냉장고RS82M6000S8,1,1319000,30160000,23,Saturday,Yes,No,12,1,2,1,-3.5,3.3,-0.3,0.1,44,104.69,22:40:00,136,9,0,1,5
17794,2019-06-18 22:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,548000,1587000,3,Tuesday,No,No,12,1,2,2,17.3,26.2,21.3,2.1,25,104.88,22:00:00,132,5,0,0,1
27134,2019-09-17 18:40,20,깐깐송도순 포기김치 8kg+ 백김치 2kg,3,38900,20842000,536,Tuesday,No,No,3,1,2,2,15.5,27.8,21.3,0,19,105.2,18:40:00,112,94,0,0,1
10279,2019-04-12 10:40,20,일시불 쿠쿠전기밥솥 10인용,9,208000,14740000,71,Friday,No,No,11,1,2,1,4.1,17.7,10.7,0.1,31,104.87,10:40:00,64,59,0,0,4
25931,2019-09-06 11:00,20,영광 生 모시떡 130개(동부기피80개+검정깨50개),3,40900,38250000,936,Friday,No,No,3,1,2,2,22.1,28.9,25.4,2.9,17,105.2,11:00:00,66,38,0,0,4
732,2019-01-09 9:00,20,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,228000,3755000,17,Wednesday,No,No,12,1,2,1,-8,2.9,-2.9,0,34,104.24,9:00:00,54,12,0,0,2
9989,2019-04-09 20:20,20,일시불 LG 통돌이 세탁기,1,439000,20843000,48,Tuesday,No,No,12,1,2,1,4.8,15.4,9.3,23.2,24,104.87,20:20:00,122,10,0,0,1
5934,2019-03-03 7:20,20,그렉노먼 남성 디보티 컬렉션 트렌치코트 1종,6,49900,11488000,231,Sunday,Yes,No,5,1,0,2,2.4,14.8,8.7,0,70,104.49,7:20:00,44,113,0,1,6
9118,2019-04-02 13:20,20,헤스티지 마론 양가죽 남성집업재킷,6,199000,10919000,55,Tuesday,No,No,11,1,0,2,-0.4,13.4,6.7,0,25,104.87,13:20:00,80,0,0,0,1
12466,2019-05-01 23:40,20,무이자 LG 울트라HD TV 70UK7400KNA,1,2790000,6489000,3,Wednesday,No,No,12,0,2,0,10.1,22.1,15.4,0,48,105.05,23:40:00,142,1,0,0,2
7318,2019-03-16 8:40,20,테이트 남성 SS 트렌치재킷,6,69900,17233000,247,Saturday,Yes,No,8,1,0,2,1.4,11.1,5.8,0.2,28,104.49,8:40:00,52,0,0,1,5
5278,2019-02-24 19:00,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,1089000,0,0,Sunday,Yes,No,12,1,2,0,-1.5,14.3,6.1,0,44,104.69,19:00:00,114,13,0,1,6
10820,2019-04-16 23:00,20,일시불 쿠첸 압력밥솥 6인용 (A1),9,148000,5367000,37,Tuesday,No,No,11,1,2,1,4.3,23.3,14.2,0,38,104.87,23:00:00,138,4,0,0,1
13572,2019-05-10 22:40,20,무이자 삼성 UHD TV UN55NU7050F,1,1080000,23234000,22,Friday,No,No,12,0,2,0,8.7,26.7,17.6,0,38,105.05,22:40:00,136,1,0,0,4
28962,2019-10-04 21:40,20,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),9,158000,9978000,64,Friday,No,No,11,1,2,0,17.1,26.9,21.2,0.3,30,105.46,21:40:00,130,4,0,0,4
34643,2019-12-03 15:20,30,[루이띠에] 18K 베르니아 귀걸이,8,490000,1369000,3,Tuesday,No,No,12,0,2,2,-2.7,6.8,2.4,0.5,20,105.12,15:20:00,92,0,0,0,1
7177,2019-03-14 21:20,20,(무) 삼익가구 LED 제니비 서랍형 침대 K,0,649000,3371000,6,Thursday,No,No,12,1,2,2,-2.4,11.8,5.2,0,32,104.49,21:20:00,128,3,0,0,3
15321,2019-05-25 22:40,20,무이자 LG 울트라HD TV 75UK6200KNB,1,3090000,7184000,3,Saturday,Yes,No,12,0,2,0,16.9,30.1,23.3,0,48,105.05,22:40:00,136,1,0,1,5
7273,2019-03-15 20:40,20,일시불 에지리 스텐큐브 프라이팬,9,171000,37790000,221,Friday,No,No,11,0,2,1,1,12.3,5.8,3.3,32,104.49,20:40:00,124,41,0,0,4
28525,2019-09-30 22:40,20,무이자 LG 울트라HD TV 55UM7900BNA,1,1250000,11615000,10,Monday,No,No,12,0,2,0,16.4,28.2,21.6,0.1,35,105.2,22:40:00,136,1,0,0,0
33465,2019-11-20 22:20,20,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),9,218000,5830000,27,Wednesday,No,No,11,1,2,0,-2.1,8.9,2.6,0,22,104.87,22:20:00,134,59,0,0,2
32256,2019-11-07 20:20,20,테팔 에어포스 라이트 무선 청소기,4,119000,33263000,280,Thursday,No,No,10,1,2,2,5.7,16.9,10.8,0,34,104.87,20:20:00,122,96,0,0,3
31652,2019-11-01 19:00,20,피시원 국내산 햇 손질문어 7팩,3,49900,62040000,1244,Friday,No,No,5,1,2,2,9,21.8,14.3,0,71,104.87,19:00:00,114,48,0,0,4
311,2019-01-04 15:20,20,소들녘 소 갈비탕,3,50900,32544000,640,Friday,No,No,5,1,2,2,-7.3,5.3,-0.7,0,38,104.24,15:20:00,92,82,0,0,4
9916,2019-04-08 22:20,20,(일) 삼익가구 LED 제니비 서랍형 침대 Q,0,549000,12200000,23,Monday,No,No,12,1,2,2,5.1,19.1,11.8,0,34,104.87,22:20:00,134,3,0,0,0
11546,2019-04-23 13:40,20,보몽드 순면60수 피그먼트워싱 침구세트 K,10,79900,13777000,173,Tuesday,No,No,9,1,2,2,12.1,21.8,16.8,5.6,40,104.87,13:40:00,82,11,0,0,1
22137,2019-07-30 16:00,20,안동간고등어 20팩,3,30900,31575000,1022,Tuesday,No,No,1,1,2,2,24.7,32.5,28.4,0.7,17,104.56,16:00:00,96,17,0,0,1
17249,2019-06-13 21:30,20,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,1,509000,11783000,24,Thursday,No,No,12,1,2,1,14.7,28,21.2,0,23,104.88,21:30:00,129,22,0,0,3
19034,2019-07-01 23:40,20,일시불 LG 울트라HD TV 70UK7400KNA,1,2400000,5460000,3,Monday,No,No,12,0,2,1,19.9,26.9,23.2,0.4,27,104.56,23:40:00,142,1,0,0,0
28265,2019-09-28 11:30,30,프라다 비텔로 피닉스 모터백,8,1620000,25680000,16,Saturday,Yes,No,12,0,2,2,19.3,27.4,22.5,1.8,25,105.2,11:30:00,69,0,0,1,5
11948,2019-04-26 20:40,20,일시불 LG 울트라HD TV 70UK7400KNA,1,2500000,0,0,Friday,No,No,12,0,2,1,7.6,11.6,9.4,6.3,16,104.87,20:40:00,124,1,0,0,4
18090,2019-06-22 7:40,20,CERINI by PAT 남성 에어 카라티셔츠 4종,6,59900,66200000,1106,Saturday,Yes,No,6,1,0,2,17.4,27.1,21.7,1,19,104.88,7:40:00,46,46,0,1,5
5440,2019-02-26 12:00,30,일시불 프로피쿡 에어프라이어,9,94000,14668000,157,Tuesday,No,No,9,0,2,1,-1.5,12.8,5.4,0,44,104.69,12:00:00,72,21,0,0,1
24861,2019-08-25 21:20,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1690000,7919000,5,Sunday,Yes,No,12,0,2,1,18.9,28.7,23.2,1.2,19,104.81,21:20:00,128,1,0,1,6
13045,2019-05-06 16:00,20,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),3,30900,2792000,91,Monday,No,Yes,1,1,2,2,8.3,20.3,14,0.1,37,105.05,16:00:00,96,38,1,0,0
14967,2019-05-22 19:30,30,무이자  한샘 키친바흐 IH 프라이팬,9,119000,5105000,43,Wednesday,No,No,10,1,2,0,10.3,27.3,19.2,0,44,105.05,19:30:00,117,41,0,0,2
29150,2019-10-06 16:40,20,[VONIN]보닌 남성기초세트,7,54000,84673000,1569,Sunday,Yes,No,5,0,2,2,13.4,21.8,17.3,0,16,105.46,16:40:00,100,87,0,1,6
9254,2019-04-03 17:00,20,키친플라워 대용량 디지털 에어프라이어 5L,9,89800,19142000,214,Wednesday,No,No,9,1,2,2,-0.4,14.5,7.4,0,29,104.87,17:00:00,102,21,0,0,2
30052,2019-10-15 18:20,20,더커진거창특등급사과 5kg+5kg,3,32900,11855000,361,Tuesday,No,No,2,1,2,2,8.5,18.8,13.3,1.2,21,105.46,18:20:00,110,0,0,0,1
16186,2019-06-03 15:00,20,보몽드 샐비어 시어서커 리플 침구세트 K,10,69900,6995000,101,Monday,No,No,8,1,2,2,14,29.7,22,0,35,104.88,15:00:00,90,11,0,0,0
27474,2019-09-20 21:20,20,무이자 LG 울트라HD TV 65UK6800HNC,1,1920000,13431000,7,Friday,No,No,12,0,2,0,15,23.7,19.3,0,20,105.2,21:20:00,128,1,0,0,4
12691,2019-05-03 22:20,20,무이자 LG 울트라HD TV 55UK6800HNC,1,1430000,6652000,5,Friday,No,No,12,0,2,0,7.6,25.9,16.7,0,44,105.05,22:20:00,134,1,0,0,4
2235,2019-01-24 20:40,20,일시불 삼성 UHD TV UN55NU7010FXKR,1,1000000,24197000,25,Thursday,No,No,12,0,2,1,-5.2,8.2,0.7,0,29,104.24,20:40:00,124,1,0,0,3
21984,2019-07-28 22:50,30,루이띠에 순금 신디스틱 팔찌 13g+골드바 1g,8,1590000,15098000,10,Sunday,Yes,No,12,0,2,2,25,29.9,26.9,10.9,17,104.56,22:50:00,137,49,0,1,6
31827,2019-11-03 14:00,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,178000,12971000,73,Sunday,Yes,No,11,1,2,0,9.4,20.5,13.8,1.5,42,104.87,14:00:00,84,4,0,1,6
20156,2019-07-12 15:40,20,레드캠프 여성 썸머 기능성 셔츠 7종 패키지,6,39900,15358000,385,Friday,No,No,3,1,1,2,19.6,27.9,23.2,0.4,16,104.56,15:40:00,94,0,0,0,4
1615,2019-01-18 18:00,20,올리고 가스와이드그릴레인지 기본형,9,109000,1287000,12,Friday,No,No,10,1,2,2,-5.1,8.1,0.8,0,44,104.24,18:00:00,108,40,0,0,4
6885,2019-03-12 10:00,20,무이자 LG 퓨리케어 공기청정기 AS181DAW,1,899000,0,0,Tuesday,No,No,12,1,2,0,0.9,11.9,5.8,0.9,51,104.49,10:00:00,60,115,0,0,1
30914,2019-10-24 8:00,30,[루이띠에] 순금 11.25g 헤라 반지,8,1430000,0,0,Thursday,No,No,12,0,2,2,13.6,22.1,17.4,2.3,26,105.46,8:00:00,48,75,0,0,3
33034,2019-11-16 8:00,20,젠트웰 남성패딩재킷2종세트,6,79000,47879000,607,Saturday,Yes,No,9,1,0,2,5.1,17.1,10.3,0.2,32,104.87,8:00:00,48,44,0,1,5
6753,2019-03-10 21:00,20,바로바로 무선청소기,4,89000,53115000,597,Sunday,Yes,No,9,1,2,2,3.8,11.9,7.8,7.9,30,104.49,21:00:00,126,96,0,1,6
2560,2019-01-28 14:00,20,하늘내린 용대리황태10미,3,32900,23976000,729,Monday,No,No,2,1,2,2,-2.6,7.2,2.6,0.2,57,104.24,14:00:00,84,0,0,0,0
16750,2019-06-08 23:20,20,뱅뱅 남성 썸머 데님팬츠 3종(2019 S/S),6,79900,12250000,154,Saturday,Yes,No,9,1,0,2,15.5,25.5,20.1,0.1,22,104.88,23:20:00,140,42,0,1,5
4276,2019-02-15 0:40,20,K-SWISS 남성약기모팬츠3종,6,69900,17223000,247,Friday,No,No,8,1,0,2,-1.5,6,2,0.4,33,104.69,0:40:00,4,42,0,0,4
6600,2019-03-09 11:00,20,무이자 선일금고 이볼브 시리즈 EV-020,4,440000,0,0,Saturday,Yes,No,12,0,2,0,-1,16.1,7.9,0.3,34,104.49,11:00:00,66,0,0,1,5
14922,2019-05-22 9:20,20,일시불 에지리 법랑 냄비세트,9,254000,11464000,46,Wednesday,No,No,12,0,2,1,10.3,27.3,19.2,0,44,105.05,9:20:00,56,24,0,0,2
1899,2019-01-21 9:40,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,99000,46747000,473,Monday,No,No,10,1,2,2,-5.5,6.2,0.5,0,29,104.24,9:40:00,58,73,0,0,0
14552,2019-05-19 6:00,20,일시불 종근당건강 락토핏 생유산균골드,2,75050,11748000,157,Sunday,Yes,No,9,0,2,1,16.9,22.6,19.5,7.2,17,105.05,6:00:00,36,32,0,1,6
22649,2019-08-04 20:20,20,무이자 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,1,2299000,11693000,6,Sunday,Yes,No,12,1,2,0,23.9,34.2,28.4,0.6,28,104.81,20:20:00,122,7,0,1,6
5074,2019-02-22 15:00,30,무이자 프로피쿡 에어프라이어,9,99000,12773000,130,Friday,No,No,10,1,2,0,-1.5,11.1,3.9,0,52,104.69,15:00:00,90,21,0,0,4
6757,2019-03-10 21:40,20,무이자 LG전자 매직스페이스 냉장고,1,1549000,34495000,23,Sunday,Yes,No,12,1,2,0,3.8,11.9,7.8,7.9,30,104.49,21:40:00,130,9,0,1,6
26300,2019-09-10 7:00,20,참존 탑뉴스 지이링클 기초세트,7,59000,14358000,244,Tuesday,No,No,6,1,2,2,22.5,29.6,25.4,15.3,22,105.2,7:00:00,42,0,0,0,1
6838,2019-03-11 19:40,20,푸마 트렁크 블랙에디션 패키지,5,89000,9361000,106,Monday,No,No,9,1,2,2,0.7,11.9,6.4,1.1,37,104.49,19:40:00,118,19,0,0,0
7793,2019-03-21 1:00,30,일시불  모즈 커피머신,9,119000,1052000,9,Thursday,No,No,10,1,2,1,4.5,15,9.8,2.1,26,104.49,1:00:00,6,0,0,0,3
20354,2019-07-14 14:40,20,도스문도스 카이만 엠보 소가죽 핸드백 1종(역시즌),8,79000,60129000,762,Sunday,Yes,No,9,1,2,2,20.2,29.1,23.9,2.1,27,104.56,14:40:00,88,73,0,1,6
5218,2019-02-24 6:20,20,무이자 메디쉴드 자동 목 견인기기,4,248000,4926000,20,Sunday,Yes,No,12,1,2,0,-1.5,14.3,6.1,0,44,104.69,6:20:00,38,0,0,1,6
5889,2019-03-02 20:40,20,(무) 삼익가구 LED 제니비 서랍형 침대 Q,0,599000,7709000,13,Saturday,Yes,No,12,1,2,2,-0.8,14.6,6.9,0,78,104.49,20:40:00,124,3,0,1,5
7052,2019-03-13 17:40,20,일시불 에지리 스텐큐브 프라이팬,9,171000,23195000,136,Wednesday,No,No,11,0,2,1,-1.5,9.4,3.9,0,32,104.49,17:40:00,106,41,0,0,2
37165,2019-12-29 16:00,20,IH 옛 가마솥 세트,9,62000,167261000,2698,Sunday,Yes,No,7,0,2,2,-2.4,6.6,2.6,6.2,32,105.12,16:00:00,96,0,0,1,6
18522,2019-06-26 21:40,20,  뉴트리원 다이어트 구미,2,59000,65815000,1116,Wednesday,No,No,6,1,2,2,18,24.4,21.1,33.1,25,104.88,21:40:00,130,0,0,0,2
20611,2019-07-16 19:20,20,무이자 종근당건강 락토핏 생유산균골드 단하루,2,79000,7412000,94,Tuesday,No,No,9,1,2,0,20.3,28.7,23.8,4.5,23,104.56,19:20:00,116,32,0,0,1
7082,2019-03-13 21:40,20,무이자 삼성 UHD TV UN75NU7010FXKR,1,2880000,17487000,7,Wednesday,No,No,12,0,2,0,-1.5,9.4,3.9,0,32,104.49,21:40:00,130,1,0,0,2
29598,2019-10-10 21:00,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,0,598000,8779000,15,Thursday,No,No,12,1,2,2,8.6,21.6,14.9,0,21,105.46,21:00:00,126,18,0,0,3
1662,2019-01-19 8:00,30,로베르타 디 까메리노 트리플커버 지퍼쉐이핑 란쥬,5,89900,39736000,443,Saturday,Yes,No,9,1,2,2,-2.7,9.3,2.9,0.2,56,104.24,8:00:00,48,0,0,1,5
4297,2019-02-15 8:40,20,보코 폭스퍼구스다운 롱패딩,6,159000,38446000,242,Friday,No,No,11,1,2,2,-1.5,6,2,0.4,33,104.69,8:40:00,52,117,0,0,4
7158,2019-03-14 19:20,20,노비타 스마트 비데,4,189000,29851000,158,Thursday,No,No,11,1,2,2,-2.4,11.8,5.2,0,32,104.49,19:20:00,116,23,0,0,3
23142,2019-08-09 11:40,20,프라다 비텔로 피닉스 모터백,8,1620000,9951000,7,Friday,No,No,12,0,2,2,24.2,33.6,28.3,0.1,21,104.81,11:40:00,70,0,0,0,4
34519,2019-12-02 10:20,20,마르엘라로사티 에코무스탕1종,6,99000,14431000,146,Monday,No,No,10,1,2,2,0.2,6.8,3.6,0.2,20,105.12,10:20:00,62,0,0,0,0
15814,2019-05-31 6:00,20,보코 에스닉 앙상블,6,29000,20469000,706,Friday,No,No,1,1,2,2,14.4,24,18.6,0.8,22,105.05,6:00:00,36,0,0,0,4
2647,2019-01-29 17:40,20,안동간고등어 20팩,3,30900,54202000,1755,Tuesday,No,No,1,1,2,2,-6.5,8.1,0,0,57,104.24,17:40:00,106,17,0,0,1
20251,2019-07-13 19:20,20,무이자  린나이 자동불꽃조절 가스레인지 2구,9,219000,1426000,7,Saturday,Yes,No,11,1,2,0,20.1,27.8,23.3,1.6,24,104.56,19:20:00,116,12,0,1,5
16845,2019-06-09 21:40,20,무이자 LG 울트라HD TV 65UK6800HNC,1,1930000,21698000,12,Sunday,Yes,No,12,0,2,0,16.1,25,19.7,1.5,22,104.88,21:40:00,130,1,0,1,6
1928,2019-01-21 19:20,20,카파 드로즈 패키지 12종,5,59000,35057000,595,Monday,No,No,6,1,2,2,-5.5,6.2,0.5,0,29,104.24,19:20:00,116,6,0,0,0
34311,2019-11-30 10:00,20,오델로 여성 겨울모자 3종,8,29800,68057000,2284,Saturday,Yes,No,1,1,2,2,-1.5,12.7,5.4,0.1,27,104.87,10:00:00,60,0,0,1,5
36140,2019-12-17 22:20,20,(킹사이즈)일월 품안애 온수매트,4,168000,1880000,12,Tuesday,No,No,11,1,2,2,3.9,12.5,8.3,2.2,25,105.12,22:20:00,134,15,0,0,1
35467,2019-12-11 8:00,20,[슬로푸드] 도라지 품은 산돌배즙  6박스 (80g x 10포 x 6박스),3,59900,20380000,341,Wednesday,No,No,6,1,2,2,1.8,13.3,6.9,0.2,45,105.12,8:00:00,48,0,0,0,2
35559,2019-12-11 23:20,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,0,598000,3394000,6,Wednesday,No,No,12,1,2,2,1.8,13.3,6.9,0.2,45,105.12,23:20:00,140,18,0,0,2
10569,2019-04-14 22:20,20,무이자 LG 울트라HD TV 55UK6800HNC,1,1430000,0,0,Sunday,Yes,No,12,0,2,0,6.3,14.7,10.2,0.8,31,104.87,22:20:00,134,1,0,1,6
1972,2019-01-22 0:20,20,카파 발란스테크 브라팬티 12세트,5,119000,24329000,205,Tuesday,No,No,10,1,2,2,-3.2,9,2.6,0,52,104.24,0:20:00,2,65,0,0,1
2898,2019-02-01 9:00,20,레이프릴 무빙 맥시풀커버 브라팬티(리뉴얼),5,59900,22186000,371,Friday,No,No,6,1,2,2,-6.7,4.1,-1.3,0,32,104.69,9:00:00,54,65,0,0,4
34191,2019-11-29 1:40,20,콜라겐3.2 아임파인 (3개월),2,59900,2159000,37,Friday,No,No,6,1,2,2,-1.2,9.9,3.4,0,23,104.87,1:40:00,10,0,0,0,4
28192,2019-09-27 19:20,20,푸마 프레쉬 미들 드로즈 패키지,5,89000,29764000,335,Friday,No,No,9,1,2,2,16.8,26.9,21.4,1.5,26,105.2,19:20:00,116,6,0,0,4
90,2019-01-02 10:40,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,158000,3368000,22,Wednesday,No,No,11,1,2,0,-7,3.2,-2.5,0,24,104.24,10:40:00,64,4,0,0,2
15897,2019-05-31 21:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,648000,22434000,35,Friday,No,No,12,1,2,2,14.4,24,18.6,0.8,22,105.05,21:40:00,130,5,0,0,4
275,2019-01-04 9:00,20,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,238000,5440000,23,Friday,No,No,12,1,2,0,-7.3,5.3,-0.7,0,38,104.24,9:00:00,54,12,0,0,4
2869,2019-01-31 21:40,20,일시불 삼성 UHD TV UN75NU7010FXKR,1,2700000,6611000,3,Thursday,No,No,12,0,2,1,-3.8,4.7,0.3,4.9,46,104.24,21:40:00,130,1,0,0,3
1154,2019-01-13 18:20,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),9,158000,26075000,166,Sunday,Yes,No,11,1,2,1,-3.2,8.2,1.3,0,70,104.24,18:20:00,110,4,0,1,6
15657,2019-05-29 11:20,20,무이자 쿠쿠 블랙스톤 전기밥솥 10인용,9,278000,13444000,49,Wednesday,No,No,12,1,2,0,11.1,27.4,19.7,0,33,105.05,11:20:00,68,59,0,0,2
20802,2019-07-18 7:20,20,코치 베네트 사첼백,8,198000,9040000,46,Thursday,No,No,11,1,2,2,21.4,27.8,24.3,8.1,28,104.56,7:20:00,44,56,0,0,3
10904,2019-04-17 19:40,20,뱅뱅 여성 아웃도어 팬츠3종(2019 S/S),6,69900,30468000,436,Wednesday,No,No,8,1,1,2,8.7,23,15.5,0.5,34,104.87,19:40:00,118,42,0,0,2
15687,2019-05-29 17:40,20,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),3,30900,47045000,1523,Wednesday,No,No,1,1,2,2,11.1,27.4,19.7,0,33,105.05,17:40:00,106,38,0,0,2
1288,2019-01-15 8:20,20,(직매입) 종근당건강 아이클리어 루테인,2,69000,15786000,229,Tuesday,No,No,8,1,2,2,-3.9,6.1,0.9,0.1,88,104.24,8:20:00,50,77,0,0,1
2969,2019-02-02 1:00,20,무이자[가이거] 제니스시계 주얼리세트,8,139000,3477000,26,Saturday,Yes,No,10,1,2,0,-4.8,8.5,2.1,0,46,104.69,1:00:00,6,0,0,1,5
