,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가,단위가격,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
32207,2019-11-07 11:20,20,일시불 매직쉐프 10리터 듀얼쿡 에어프라이어,9,139000,9713000,70,Thursday,No,No,10,1,2,1,5.7,16.9,10.8,0,34,104.87,11:20:00,68,21,0,0,3
36130,2019-12-17 21:20,20,LG 울트라HD TV 75UM7900BNA,1,2840000,6777000,3,Tuesday,No,No,12,0,2,2,3.9,12.5,8.3,2.2,25,105.12,21:20:00,128,1,0,0,1
15547,2019-05-28 1:00,20,도스문도스 카이만 엠보 소가죽 체인 숄더백 1종,8,79000,3913000,50,Tuesday,No,No,9,1,2,2,12.6,23.8,17.8,0,19,105.05,1:00:00,6,29,0,0,1
14604,2019-05-19 16:40,20,비버리힐스폴로클럽 남성기초세트(골드+플라),7,39800,93904000,2360,Sunday,Yes,No,3,1,2,2,16.9,22.6,19.5,7.2,17,105.05,16:40:00,100,87,0,1,6
631,2019-01-08 9:20,20,엘렌실라 달팽이크림(콜라겐5+팩트3),7,79000,24898000,316,Tuesday,No,No,9,1,2,2,-4.8,4.2,-0.7,0,37,104.24,9:20:00,56,0,0,0,1
24962,2019-08-26 21:00,20,알비에로 마르티니 1A클라쎄 프리다 숄더백,8,199000,675000,4,Monday,No,No,11,1,2,2,19,30,24.3,0.1,21,104.81,21:00:00,126,29,0,0,0
11563,2019-04-23 18:00,20,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),3,30900,3905000,127,Tuesday,No,No,1,1,2,2,12.1,21.8,16.8,5.6,40,104.87,18:00:00,108,38,0,0,1
26598,2019-09-12 22:40,20,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),9,148000,18667000,127,Thursday,No,Yes,11,1,2,1,18.6,23.5,20.8,5.6,12,105.2,22:40:00,136,4,1,0,3
7288,2019-03-15 21:40,20,일시불 LG 코드제로 무선청소기 A940 (A948SA) 더블팩,1,929000,3114000,4,Friday,No,No,12,1,2,1,1,12.3,5.8,3.3,32,104.49,21:40:00,130,96,0,0,4
15064,2019-05-23 20:00,20,무이자 종근당건강 락토핏 생유산균골드 단하루,2,79000,5614000,72,Thursday,No,No,9,1,2,0,12.8,29,20.9,0,50,105.05,20:00:00,120,32,0,0,3
16590,2019-06-07 13:20,20,레이프릴 풍기인견 복부 쉐이핑 거들팬티 10종,5,59900,23450000,392,Friday,No,No,6,1,2,2,16.6,21.2,18.6,24.2,16,104.88,13:20:00,80,0,0,0,4
10221,2019-04-11 22:00,20,무이자 삼성 5도어 냉장고 H9000 RH81M8011S9,1,1619000,0,0,Thursday,No,No,12,1,2,0,3.3,14.3,8.8,0,20,104.87,22:00:00,132,9,0,0,3
31636,2019-11-01 14:00,20,까사마루 멀티행거 1세트,4,59000,3436000,59,Friday,No,No,6,1,2,2,9,21.8,14.3,0,71,104.87,14:00:00,84,0,0,0,4
37055,2019-12-28 9:40,20,오델로 겨울모자 3종 (2차),8,29800,62011000,2081,Saturday,Yes,No,1,1,2,2,-4.9,7.5,0.5,0,32,105.12,9:40:00,58,0,0,1,5
11713,2019-04-24 21:20,20,실크트리 풍기인견 데일리 쿨 이지탑 패키지,5,44000,50295000,1144,Wednesday,No,No,4,0,2,2,14.2,22,17.3,6.9,27,104.87,21:20:00,128,0,0,0,2
23113,2019-08-09 1:40,20,로베르타 디 까메리노 풀 바스트 업 지퍼브라팬티,5,89900,13634000,152,Friday,No,No,9,1,2,2,24.2,33.6,28.3,0.1,21,104.81,1:40:00,10,65,0,0,4
22540,2019-08-03 16:40,20,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),9,158000,2440000,16,Saturday,Yes,No,11,1,2,0,24.2,34.1,28.3,0.5,23,104.81,16:40:00,100,4,0,1,5
19375,2019-07-05 10:20,20,  뉴트리원 다이어트 구미,2,59000,47513000,806,Friday,No,No,6,1,2,2,19.1,32,25.1,0,29,104.56,10:20:00,62,0,0,0,4
10129,2019-04-10 23:20,20,(일)보루네오 유로탑 가죽 침대 킹,0,689000,5766000,9,Wednesday,No,No,12,1,2,2,4.5,9.9,7.2,8.5,15,104.87,23:20:00,140,5,0,0,2
24581,2019-08-22 20:00,30,일시불 2019년 타이거 충전식 무선 예초기,4,122000,4150000,35,Thursday,No,No,10,0,2,1,23,30.3,25.8,25.2,26,104.81,20:00:00,120,80,0,0,3
13571,2019-05-10 22:40,20,일시불 삼성 UHD TV UN55NU7050F,1,1000000,15372000,16,Friday,No,No,12,0,2,1,8.7,26.7,17.6,0,38,105.05,22:40:00,136,1,0,0,4
27266,2019-09-18 21:40,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1690000,27463000,17,Wednesday,No,No,12,0,2,1,15.4,27.9,21,0,24,105.2,21:40:00,130,1,0,0,2
21361,2019-07-23 0:40,20,푸마 코튼 언더탑 9종,5,89000,1121000,13,Tuesday,No,No,9,1,2,2,24.2,32.8,27.9,0,21,104.56,0:40:00,4,0,0,0,1
31858,2019-11-03 22:00,20,(더블사이즈)일월 순면 온열매트,4,98000,8931000,92,Sunday,Yes,No,10,1,2,2,9.4,20.5,13.8,1.5,42,104.87,22:00:00,132,69,0,1,6
9959,2019-04-09 14:40,20,쿠미투니카 퍼펙트클린 레이스 브라팬티,5,89900,22207000,248,Tuesday,No,No,9,1,2,2,4.8,15.4,9.3,23.2,24,104.87,14:40:00,88,65,0,0,1
36887,2019-12-26 7:40,20,IH 옛 가마솥 세트,9,62000,26225000,423,Thursday,No,No,7,0,2,2,1.4,6.1,3.7,1.1,32,105.12,7:40:00,46,0,0,0,3
36842,2019-12-25 16:20,20,고창 꿀 고구마 10kg,3,30900,86878000,2812,Wednesday,No,Yes,1,1,2,2,-3.2,10.9,3.5,0,33,105.12,16:20:00,98,0,1,0,2
18178,2019-06-23 7:00,20,NNF 쉬폰 썸머 앙상블세트,6,39000,19881000,510,Sunday,Yes,No,3,1,2,2,16.4,27.3,21.6,0.3,17,104.88,7:00:00,42,0,0,1,6
8162,2019-03-24 17:00,30,무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,1,1999000,12593000,7,Sunday,Yes,No,12,1,2,0,-2.1,11.3,4.7,0,24,104.49,17:00:00,102,7,0,1,6
37279,2019-12-31 1:20,20,루시헨느 레이스 홀리데이 란쥬 패키지,5,89900,6540000,73,Tuesday,No,No,9,1,2,2,-6.7,0.4,-3.8,0.1,19,105.12,1:20:00,8,0,0,0,1
18380,2019-06-25 10:40,20,  뉴트리원 다이어트 구미,2,59000,55498000,941,Tuesday,No,No,6,1,2,2,17.1,30.4,23.6,0,23,104.88,10:40:00,64,0,0,0,1
33906,2019-11-25 20:20,20,(킹사이즈)일월 품안애 온수매트,4,168000,3371000,21,Monday,No,No,11,1,2,2,3.3,10.6,5.9,3.5,21,104.87,20:20:00,122,15,0,0,0
35754,2019-12-14 9:00,20,무이자 쿠쿠전기밥솥 6인용(QS),9,208000,11005000,53,Saturday,Yes,No,11,1,2,0,-0.1,9,4,0.4,29,105.12,9:00:00,54,59,0,1,5
182,2019-01-03 8:40,20,엘렌실라 달팽이크림(콜라겐5+팩트3),7,79000,36208000,459,Thursday,No,No,9,1,2,2,-7.7,5,-2.1,0,25,104.24,8:40:00,52,0,0,0,3
29387,2019-10-08 22:20,20,일시불  얼리젼 밀레 푸쉬풀 도어락,4,219000,20925000,96,Tuesday,No,No,11,1,2,1,10.3,22,15.9,0.1,24,105.46,22:20:00,134,0,0,0,1
35247,2019-12-09 8:00,20,월드컵 남성 방한 트레킹화 + 패딩슈즈 2종,8,39800,36341000,914,Monday,No,No,3,1,2,2,-3.6,10.1,3,0.1,43,105.12,8:00:00,48,44,0,0,0
35480,2019-12-11 9:40,20,까사마루 접이식 의자,4,19900,1978000,100,Wednesday,No,No,1,1,2,2,1.8,13.3,6.9,0.2,45,105.12,9:40:00,58,0,0,0,2
29420,2019-10-09 9:40,20,푸마 DRY-DELL 기능성 티셔츠형 브라탑 패키지,5,59000,82856000,1405,Wednesday,No,Yes,6,1,2,2,6.8,21.2,13.3,0,24,105.46,9:40:00,58,66,1,0,2
1206,2019-01-14 8:20,20,보코 폭스퍼구스다운 롱패딩,6,169000,38572000,229,Monday,No,No,11,1,2,2,-4.1,7.5,1,0,98,104.24,8:20:00,50,117,0,0,0
11895,2019-04-26 10:20,20,일시불  쿠쿠전기밥솥 6인용,9,198000,3735000,19,Friday,No,No,11,1,2,1,7.6,11.6,9.4,6.3,16,104.87,10:20:00,62,59,0,0,4
30867,2019-10-23 19:20,20,일시불 종근당건강 락토핏 생유산균골드 단하루,2,75050,45576000,608,Wednesday,No,No,9,0,2,1,12.1,20,16,0.1,25,105.46,19:20:00,116,32,0,0,2
12240,2019-04-29 22:00,20,무이자 삼성 UHD TV UN55NU7050F,1,1080000,3294000,4,Monday,No,No,12,0,2,0,8,14.3,11.3,19.1,21,104.87,22:00:00,132,1,0,0,0
31954,2019-11-04 21:20,20,일시불 쿠쿠전기밥솥 10인용 (QS),9,208000,12593000,61,Monday,No,No,11,1,2,1,7.6,18.9,12.5,0.2,22,104.87,21:20:00,128,59,0,0,0
28017,2019-09-25 21:40,20,피시원 국내산 절단 햇 꽃게 7팩,3,49900,66178000,1327,Wednesday,No,No,5,1,2,2,12.6,24.8,18.4,0,24,105.2,21:40:00,130,104,0,0,2
1821,2019-01-20 15:00,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,39800,34400000,865,Sunday,Yes,No,3,1,2,2,-2.8,5.5,1.6,0.1,40,104.24,15:00:00,90,87,0,1,6
15982,2019-06-01 21:00,20,일시불 에지리 스텐큐브 프라이팬,9,171000,31075000,182,Saturday,Yes,No,11,0,2,1,12.4,25.3,18.9,0,26,104.88,21:00:00,126,41,0,1,5
31319,2019-10-29 0:20,20,[실속패키지]레스트업 수액패치(50매),4,35600,1811000,51,Tuesday,No,No,2,0,2,2,8,18.8,13.2,0.7,65,105.46,0:20:00,2,0,0,0,1
9024,2019-04-01 22:00,20,무이자 LG 울트라HD TV 75UK6200KNB,1,3090000,0,0,Monday,No,No,12,0,2,0,-0.1,11.4,5.7,0,23,104.87,22:00:00,132,1,0,0,0
34616,2019-12-03 10:00,20,스팀큐다리미,4,59800,32058000,537,Tuesday,No,No,6,1,2,2,-2.7,6.8,2.4,0.5,20,105.12,10:00:00,60,0,0,0,1
20689,2019-07-17 13:00,20,보몽드 엘사 자수 쿨 시어서커 침구세트 K,10,79900,2119000,27,Wednesday,No,No,9,1,2,2,20.7,28.8,24.4,3.7,26,104.56,13:00:00,78,11,0,0,2
1051,2019-01-12 20:00,20,푸마 INNO 심리스 드로즈 (6차),5,89000,15989000,180,Saturday,Yes,No,9,1,2,2,-0.3,7.5,3,2.4,55,104.24,20:00:00,120,6,0,1,5
21065,2019-07-20 13:00,20,코몽트 남성 메쉬티셔츠 7종,6,39900,35465000,889,Saturday,Yes,No,3,1,0,2,23.2,27.1,24.8,56.5,14,104.56,13:00:00,78,46,0,1,5
7492,2019-03-18 7:20,20,닥터 슈퍼 루테인,2,59900,21144000,353,Monday,No,No,6,1,2,2,-0.7,15,7.5,0,29,104.49,7:20:00,44,77,0,0,0
1783,2019-01-20 10:20,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,99000,40941000,414,Sunday,Yes,No,10,1,2,2,-2.8,5.5,1.6,0.1,40,104.24,10:20:00,62,73,0,1,6
3281,2019-02-05 9:20,20,엘렌실라 달팽이크림(콜라겐5+팩트3),7,79000,30157000,382,Tuesday,No,Yes,9,1,2,2,-4.1,11,2.9,0,83,104.69,9:20:00,56,0,1,0,1
18743,2019-06-29 10:00,20,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,6,1590000,28457000,18,Saturday,Yes,No,12,0,2,2,19.9,24.1,21.6,31.7,20,104.88,10:00:00,60,99,0,1,5
12761,2019-05-04 10:00,30,오렐리안 풍기인견 란쥬패키지,5,99900,44612000,447,Saturday,Yes,No,10,1,2,2,8.8,26.5,17.6,0,54,105.05,10:00:00,60,0,0,1,5
21195,2019-07-21 18:20,20,옛날 그 쥐포 110장 (11팩),3,32900,54922000,1670,Sunday,Yes,No,2,1,2,2,22.6,27.8,24.8,20,19,104.56,18:20:00,110,61,0,1,6
18986,2019-07-01 19:40,20,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),7,39800,53201000,1337,Monday,No,No,3,1,2,2,19.9,26.9,23.2,0.4,27,104.56,19:40:00,118,87,0,0,0
25733,2019-09-04 7:00,20,노송가구 제이드 비취 교자상(800),4,59000,2325000,40,Wednesday,No,No,6,1,2,2,21.4,26.2,23.4,11.9,13,105.2,7:00:00,42,0,0,0,2
15549,2019-05-28 1:20,20,도스문도스 카이만 엠보 소가죽 체인 숄더백 1종,8,79000,8551000,109,Tuesday,No,No,9,1,2,2,12.6,23.8,17.8,0,19,105.05,1:20:00,8,29,0,0,1
31873,2019-11-03 23:20,20,라쉬반 레알마드리드 에디션 드로즈 패키지(+캐리어),5,119000,3471000,30,Sunday,Yes,No,10,1,2,2,9.4,20.5,13.8,1.5,42,104.87,23:20:00,140,20,0,1,6
9738,2019-04-07 15:30,30,무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,1,1999000,20955000,11,Sunday,Yes,No,12,1,2,0,7.4,18.4,12.5,2.8,43,104.87,15:30:00,93,7,0,1,6
9643,2019-04-06 22:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1700000,46164000,28,Saturday,Yes,No,12,0,2,1,3.4,19,11.6,0.6,56,104.87,22:00:00,132,1,0,1,5
92,2019-01-02 11:30,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,299000,66392000,223,Wednesday,No,No,12,1,2,2,-7,3.2,-2.5,0,24,104.24,11:30:00,69,67,0,0,2
21425,2019-07-23 19:40,20,(무)[보루네오] 피올레 천연소가죽 소파 3인용,0,749000,3770000,6,Tuesday,No,No,12,1,2,2,24.2,32.8,27.9,0,21,104.56,19:40:00,118,8,0,0,1
25983,2019-09-06 21:00,20,일시불 삼성 UHD TV UN75RU7150FXKR,1,2600000,0,0,Friday,No,No,12,0,2,1,22.1,28.9,25.4,2.9,17,105.2,21:00:00,126,1,0,0,4
32009,2019-11-05 12:40,20,참존 탑뉴스 지이링클 기초세트,7,59000,57248000,971,Tuesday,No,No,6,1,2,2,6,19.1,11.7,0,31,104.87,12:40:00,76,0,0,0,1
28149,2019-09-27 7:20,20,[2세트] 중외신약 빠르카 통증패치,4,59900,31127000,520,Friday,No,No,6,1,2,2,16.8,26.9,21.4,1.5,26,105.2,7:20:00,44,0,0,0,4
11847,2019-04-25 22:20,20,무이자 LG 울트라HD TV 65UK6800HNC,1,1930000,9595000,5,Thursday,No,No,12,0,2,0,10.2,17,13.5,4.5,38,104.87,22:20:00,134,1,0,0,3
6425,2019-03-07 17:40,20,국내산 손질갑오징어 9팩,3,49900,21856000,438,Thursday,No,No,5,1,2,2,2.1,12.1,6.5,0.5,52,104.49,17:40:00,106,98,0,0,3
22328,2019-08-01 16:40,20,일시불 쿠쿠전기밥솥 10인용 (QS),9,208000,19251000,93,Thursday,No,No,11,1,2,1,24.6,33.1,28.4,3.4,15,104.81,16:40:00,100,59,0,0,3
17893,2019-06-19 23:20,20,일시불 LG 울트라HD TV 55UK6800HNC,1,1200000,13411000,12,Wednesday,No,No,12,0,2,1,18.3,27.5,22.2,0.8,26,104.88,23:20:00,140,1,0,0,2
85,2019-01-02 10:20,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,148000,9408000,64,Wednesday,No,No,11,1,2,1,-7,3.2,-2.5,0,24,104.24,10:20:00,62,4,0,0,2
9009,2019-04-01 20:20,20,아키 풀커버 라이크라 레이스 패키지(106차),5,89900,41476000,462,Monday,No,No,9,1,2,2,-0.1,11.4,5.7,0,23,104.87,20:20:00,122,0,0,0,0
34456,2019-12-01 21:00,20,LG전자 통돌이 세탁기 TR14WK1(화이트),1,489000,82921000,170,Sunday,Yes,No,12,1,2,2,4.7,8.1,6.3,12.5,25,105.12,21:00:00,126,10,0,1,6
8496,2019-03-28 6:00,20,[플로쥬] 트윙클 아일렛 스니커즈,8,39000,16358000,420,Thursday,No,No,3,1,2,2,6.6,16.1,10.6,0.6,44,104.49,6:00:00,36,92,0,0,3
12273,2019-04-30 7:20,20,레코바 남성 다이얼워킹화세트,8,54900,13761000,251,Tuesday,No,No,5,1,2,2,9.8,20.5,14.6,0.1,24,104.87,7:20:00,44,100,0,0,1
35412,2019-12-10 19:40,20,푸마 시그니처 코튼 트렁크 9종,5,89000,9597000,108,Tuesday,No,No,9,1,2,2,1.5,13.4,6.5,0.4,57,105.12,19:40:00,118,19,0,0,1
14670,2019-05-20 10:00,20,[안드레아바나]리얼카이만 악어 바디 숄더백,8,158000,2051000,13,Monday,No,No,11,1,2,2,11.9,21,17,1.7,30,105.05,10:00:00,60,29,0,0,0
15864,2019-05-31 18:00,20,[가격인하]전철우 소갈비살구이 10팩,3,59900,19191000,321,Friday,No,No,6,1,2,2,14.4,24,18.6,0.8,22,105.05,18:00:00,108,0,0,0,4
1798,2019-01-20 12:20,20,무이자 삼성 블루스카이 공기청정기 AX40N3080DMD 2세트,1,615000,8373000,14,Sunday,Yes,No,12,0,2,0,-2.8,5.5,1.6,0.1,40,104.24,12:20:00,74,115,0,1,6
31546,2019-10-31 13:40,20,트레스패스 남성 에어 워킹화 + 러닝화 2종,8,39800,19374000,487,Thursday,No,No,3,1,2,2,6.1,20.7,13.3,0,59,105.46,13:40:00,82,100,0,0,3
22464,2019-08-02 22:20,20,무이자 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+선풍기),1,1669000,22056000,14,Friday,No,No,12,1,2,0,24.3,34.2,28.8,0.1,17,104.81,22:20:00,134,9,0,0,4
19229,2019-07-03 21:20,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1690000,30493000,19,Wednesday,No,No,12,0,2,1,18.4,28.5,23.1,0,25,104.56,21:20:00,128,1,0,0,2
23880,2019-08-15 22:00,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,0,648000,3781000,6,Thursday,No,Yes,12,1,2,2,24.2,29.1,26.1,15.8,14,104.81,22:00:00,132,18,1,0,3
15652,2019-05-29 10:40,20,라라쎄 쉬폰 롤업재킷 2종 세트,6,59800,92485000,1547,Wednesday,No,No,6,1,2,2,11.1,27.4,19.7,0,33,105.05,10:40:00,64,0,0,0,2
6855,2019-03-12 0:00,20,헤스티지 그레이스 양가죽 코트,6,199000,13214000,67,Tuesday,No,No,11,1,2,2,0.9,11.9,5.8,0.9,51,104.49,0:00:00,0,67,0,0,1
22448,2019-08-02 20:20,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,23881000,201,Friday,No,No,10,1,2,1,24.3,34.2,28.8,0.1,17,104.81,20:20:00,122,40,0,0,4
15964,2019-06-01 14:45,20,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,1,749000,7330000,10,Saturday,Yes,No,12,1,2,0,12.4,25.3,18.9,0,26,104.88,14:45:00,88,22,0,1,5
33890,2019-11-25 17:00,20,유귀열의 The 귀한 한우 한판 12팩,3,55900,21030000,377,Monday,No,No,6,1,2,2,3.3,10.6,5.9,3.5,21,104.87,17:00:00,102,0,0,0,0
4965,2019-02-21 13:00,20,무이자 쿠쿠 하이브리드 인덕션레인지(프리미엄형),9,799000,1914000,3,Thursday,No,No,12,1,2,0,-2.7,9.4,2.7,0,55,104.69,13:00:00,78,0,0,0,3
4982,2019-02-21 14:40,20,무이자 락앤락 유로오븐글라스 세트,9,69800,7009000,101,Thursday,No,No,8,1,2,0,-2.7,9.4,2.7,0,55,104.69,14:40:00,88,58,0,0,3
27533,2019-09-21 10:40,20,마모트 19 F/W 남성 네이처 수트 4종,6,59000,44391000,753,Saturday,Yes,No,6,1,0,2,16,20.7,17.8,40.1,14,105.2,10:40:00,64,0,0,1,5
25002,2019-08-27 7:00,20,레이프릴 오가닉 코튼 보정팬티 12종,5,39900,22957000,576,Tuesday,No,No,3,1,2,2,20.5,25.4,22.7,16.7,20,104.81,7:00:00,42,0,0,0,1
3560,2019-02-07 20:20,20,노비타 스마트 비데,4,189000,48233000,256,Thursday,No,No,11,1,2,2,-3.9,7.4,2.1,0.5,44,104.69,20:20:00,122,23,0,0,3
24321,2019-08-20 6:00,20,무이자 락앤락 유로오븐글라스 세트,9,69800,1795000,26,Tuesday,No,No,8,1,2,0,21.7,30.9,26,0.2,28,104.81,6:00:00,36,58,0,0,1
4254,2019-02-14 22:00,20,(무) 삼익가구 LED 제니비 서랍형 침대 SS,0,549000,1453000,3,Thursday,No,No,12,1,2,2,-3.7,6.5,0.6,0.1,33,104.69,22:00:00,132,3,0,0,3
18825,2019-06-29 23:00,20,무이자 LG 울트라HD TV 75UK6200KNB,1,2990000,6764000,3,Saturday,Yes,No,12,0,2,0,19.9,24.1,21.6,31.7,20,104.88,23:00:00,138,1,0,1,5
23387,2019-08-11 19:00,30,무이자  2019년 타이거 충전식 무선 예초기,4,128000,1918000,15,Sunday,Yes,No,10,1,2,0,24.8,32.3,28.3,8,20,104.81,19:00:00,114,80,0,1,6
27303,2019-09-19 1:20,20,효재 동백 자수 광목 워싱차렵침구세트Q,10,159000,2067000,13,Thursday,No,No,11,1,2,2,13.5,25.6,19.2,0,24,105.2,1:20:00,8,11,0,0,3
28312,2019-09-28 21:20,20,일시불 LG 울트라HD TV 75UM7900BNA,1,2750000,0,0,Saturday,Yes,No,12,0,2,1,19.3,27.4,22.5,1.8,25,105.2,21:20:00,128,1,0,1,5
4186,2019-02-14 6:00,20,엘렌실라 달팽이크림(콜라겐5+팩트3),7,79000,9359000,119,Thursday,No,No,9,1,2,2,-3.7,6.5,0.6,0.1,33,104.69,6:00:00,36,0,0,0,3
15057,2019-05-23 18:00,20,국내산 손질갑오징어 8팩,3,49900,49939000,1001,Thursday,No,No,5,1,2,2,12.8,29,20.9,0,50,105.05,18:00:00,108,98,0,0,3
19586,2019-07-07 11:20,20,일시불 올리고 가스와이드그릴  프리미엄형,9,119000,41448000,349,Sunday,Yes,No,10,1,2,1,19.8,28.2,23.5,0.2,20,104.56,11:20:00,68,40,0,1,6
13396,2019-05-09 19:00,20,일시불 대우전자 벽걸이 에어컨 DOZ-S06JK,1,509000,7266000,15,Thursday,No,No,12,1,2,1,11.1,24.1,17.1,0,37,105.05,19:00:00,114,7,0,0,3
32612,2019-11-11 15:00,20,보몽드 카밀라 더블착번극세사 토퍼침구세트 SK(슈퍼킹),10,89900,10573000,118,Monday,No,No,9,1,2,2,7.8,16.9,12.1,1.1,25,104.87,15:00:00,90,11,0,0,0
34845,2019-12-05 15:00,20,멋진밥상 흥양농협 햅쌀 20kg,3,58900,52542000,893,Thursday,No,No,6,1,2,2,-4.4,4.8,0.2,0,23,105.12,15:00:00,90,76,0,0,3
8842,2019-03-31 12:40,20,헤스티지 그레이스 양가죽 코트,6,199000,42322000,213,Sunday,Yes,No,11,1,2,2,2.3,9.2,5.4,0.2,31,104.49,12:40:00,76,67,0,1,6
17039,2019-06-11 20:40,20,무이자 LG 통돌이 세탁기,1,489000,30259000,62,Tuesday,No,No,12,1,2,0,14.8,23.8,18.8,0.3,15,104.88,20:40:00,124,10,0,0,1
835,2019-01-10 13:40,20,키친플라워 대용량 디지털 에어프라이어 5L,9,89800,46241000,515,Thursday,No,No,9,1,2,2,-3.4,5.1,0.5,0,33,104.24,13:40:00,82,21,0,0,3
22616,2019-08-04 12:40,20,무이자 삼성 무풍클래식 스탠드에어컨AF19R7573WZK,1,2349000,4964000,3,Sunday,Yes,No,12,1,2,0,23.9,34.2,28.4,0.6,28,104.81,12:40:00,76,7,0,1,6
2745,2019-01-30 19:00,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,148000,2635000,18,Wednesday,No,No,11,1,2,1,-3.1,10.1,3.5,0,48,104.24,19:00:00,114,4,0,0,2
23989,2019-08-16 21:30,30,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,4,167000,36258000,218,Friday,No,No,11,0,2,0,23.3,30.7,26.4,1.9,21,104.81,21:30:00,129,80,0,0,4
15073,2019-05-23 21:00,20,일시불 LG 울트라HD TV 70UK7400KNA,1,2500000,0,0,Thursday,No,No,12,0,2,1,12.8,29,20.9,0,50,105.05,21:00:00,126,1,0,0,3
24550,2019-08-22 14:00,20,알비에로 마르티니 1A클라쎄 프리다 숄더백,8,199000,1925000,10,Thursday,No,No,11,1,2,2,23,30.3,25.8,25.2,26,104.81,14:00:00,84,29,0,0,3
10798,2019-04-16 21:40,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,15274000,11,Tuesday,No,No,12,1,2,1,4.3,23.3,14.2,0,38,104.87,21:40:00,130,9,0,0,1
33376,2019-11-19 21:20,20,일시불 LG 울트라HD TV 55UM7900BNA,1,1200000,9034000,8,Tuesday,No,No,12,0,2,1,0.6,7,3.7,0.1,27,104.87,21:20:00,128,1,0,0,1
33442,2019-11-20 17:40,20,[RYN] 린 여성 다이얼락 히트 웜 퍼 방한화 2종,8,59000,39663000,673,Wednesday,No,No,6,1,2,2,-2.1,8.9,2.6,0,22,104.87,17:40:00,106,0,0,0,2
19764,2019-07-09 7:00,20,오델로 여성 모자 3종,8,29000,24430000,843,Tuesday,No,No,1,1,2,2,18.4,27,22.6,0.2,14,104.56,7:00:00,42,0,0,0,1
31044,2019-10-25 18:00,20,피시원 국내산 햇 손질문어 7팩,3,49900,25455000,511,Friday,No,No,5,1,2,2,12,22.7,16.9,0.3,22,105.46,18:00:00,108,48,0,0,4
6558,2019-03-08 22:00,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,27409000,20,Friday,No,No,12,1,2,1,-1.3,14.5,6.1,0,36,104.49,22:00:00,132,9,0,0,4
21272,2019-07-22 13:00,30,루이띠에 순금 크로스 트리플 목걸이 18g+골드바 1g,8,2030000,3254000,2,Monday,No,No,12,0,2,2,23.2,31.6,27,0.3,27,104.56,13:00:00,78,49,0,0,0
19740,2019-07-08 23:00,30,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,1,2209000,0,0,Monday,No,No,12,1,2,1,18.9,27.3,22.6,0.5,15,104.56,23:00:00,138,7,0,0,0
18410,2019-06-25 20:00,20,[라쉬반］FC바로셀로나 에디션 드로즈SET,5,119000,12567000,106,Tuesday,No,No,10,1,2,2,17.1,30.4,23.6,0,23,104.88,20:00:00,120,6,0,0,1
21363,2019-07-23 1:20,20,푸마 DRY-CELL 와이드 풀컵 브라팬티 7세트(14종),5,139000,12338000,89,Tuesday,No,No,10,1,2,2,24.2,32.8,27.9,0,21,104.56,1:20:00,8,65,0,0,1
9039,2019-04-01 22:40,20,일시불 LG 울트라HD TV 75UK6200KNB,1,2800000,13884000,5,Monday,No,No,12,0,2,1,-0.1,11.4,5.7,0,23,104.87,22:40:00,136,1,0,0,0
14629,2019-05-19 22:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1700000,19623000,12,Sunday,Yes,No,12,0,2,1,16.9,22.6,19.5,7.2,17,105.05,22:00:00,132,1,0,1,6
35045,2019-12-07 16:00,20,(싱글사이즈)일월 품안애 온수매트,4,118000,27025000,230,Saturday,Yes,No,10,1,2,2,-6.5,6.1,0.1,0,31,105.12,16:00:00,96,15,0,1,5
18574,2019-06-27 13:20,20,벨레즈온 브라캡 심리스 원피스 패키지,5,39900,34721000,871,Thursday,No,No,3,1,2,2,20.6,28.8,23.8,12,20,104.88,13:20:00,80,101,0,0,3
