,Unnamed: 0,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량
8789,8833,2019-03-30 22:00,20.0,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000,50600000.0,93
8790,8834,2019-03-30 22:00,20.0,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000,34127000.0,58
8791,8835,2019-03-30 22:00,20.0,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000,31709000.0,49
8792,8836,2019-03-30 22:20,20.0,일시불 LG전자 매직스페이스 냉장고,가전,1409000,31341000.0,23
8793,8837,2019-03-30 22:20,20.0,무이자 LG전자 매직스페이스 냉장고,가전,1549000,25848000.0,17
8794,8838,2019-03-30 22:40,20.0,일시불 LG전자 매직스페이스 냉장고,가전,1409000,58616000.0,42
8795,8839,2019-03-30 22:40,20.0,무이자 LG전자 매직스페이스 냉장고,가전,1549000,12963000.0,9
8796,8840,2019-03-30 23:00,20.0,일시불 LG전자 매직스페이스 냉장고,가전,1409000,31313000.0,23
8797,8841,2019-03-30 23:00,20.0,무이자 LG전자 매직스페이스 냉장고,가전,1549000,30171000.0,20
8798,8842,2019-03-30 23:20,20.0,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,3057000.0,4
8799,8843,2019-03-30 23:20,20.0,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,13112000.0,13
8800,8844,2019-03-30 23:20,20.0,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,10348000.0,7
8801,8845,2019-03-30 23:20,20.0,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,0.0,0
8802,8846,2019-03-30 23:20,20.0,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,0.0,0
8803,8847,2019-03-30 23:20,20.0,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,0.0,0
8804,8848,2019-03-30 23:40,20.0,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,0.0,0
8805,8849,2019-03-30 23:40,20.0,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,3300000.0,4
8806,8850,2019-03-30 23:40,20.0,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,10318000.0,7
8807,8851,2019-03-30 23:40,20.0,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,5488000.0,4
8808,8852,2019-03-30 23:40,20.0,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,0.0,0
8809,8853,2019-03-30 23:40,20.0,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,8768000.0,4
8810,8854,2019-03-31 0:00,20.0,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,9072000.0,10
8811,8855,2019-03-31 0:00,20.0,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,6551000.0,7
8812,8856,2019-03-31 0:00,20.0,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,5184000.0,4
8813,8857,2019-03-31 0:00,20.0,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,5518000.0,4
8814,8858,2019-03-31 0:00,20.0,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,16393000.0,7
8815,8859,2019-03-31 0:00,20.0,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,0.0,0
8816,8862,2019-03-31 1:20,20.0,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,23292000.0,586
8817,8863,2019-03-31 1:40,16.0,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,30879000.0,776
8818,8864,2019-03-31 6:00,20.0,가)세렌셉템버 다이아 체크 리빙박스+압축팩,생활용품,59800,12657000.0,212
8819,8865,2019-03-31 6:20,20.0,가)세렌셉템버 다이아 체크 리빙박스+압축팩,생활용품,59800,20723000.0,347
8820,8866,2019-03-31 6:40,20.0,가)세렌셉템버 다이아 체크 리빙박스+압축팩,생활용품,59800,34688000.0,581
8821,8867,2019-03-31 7:00,20.0,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,19708000.0,282
8822,8868,2019-03-31 7:20,20.0,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,38462000.0,551
8823,8869,2019-03-31 7:40,20.0,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,67941000.0,972
8824,8870,2019-03-31 8:00,20.0,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,49900,12111000.0,243
8825,8871,2019-03-31 8:00,20.0,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,49900,7433000.0,149
8826,8872,2019-03-31 8:20,20.0,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,49900,27872000.0,559
8827,8873,2019-03-31 8:20,20.0,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,49900,17940000.0,360
8828,8874,2019-03-31 8:40,20.0,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,49900,30153000.0,605
8829,8875,2019-03-31 8:40,20.0,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,49900,19287000.0,387
8830,8876,2019-03-31 9:00,20.0,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,48082000.0,1209
8831,8877,2019-03-31 9:20,20.0,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,76180000.0,1915
8832,8878,2019-03-31 9:40,20.0,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,78329000.0,1969
8833,8879,2019-03-31 10:00,30.0,델첸  4in1 텀블러블랜더,주방,74800,39935000.0,534
8834,8880,2019-03-31 10:30,25.0,델첸  4in1 텀블러블랜더,주방,74800,33264000.0,445
8835,8881,2019-03-31 11:00,20.0,로베르타 디 까메리노 Y밸런스업 지퍼쉐이핑 란쥬,속옷,99900,47698000.0,478
8836,8882,2019-03-31 11:20,20.0,로베르타 디 까메리노 Y밸런스업 지퍼쉐이핑 란쥬,속옷,99900,61516000.0,616
8837,8883,2019-03-31 11:40,20.0,로베르타 디 까메리노 Y밸런스업 지퍼쉐이핑 란쥬,속옷,99900,71807000.0,719
8838,8884,2019-03-31 12:00,20.0,헤스티지 그레이스 양가죽 코트,의류,199000,10789000.0,55
8839,8885,2019-03-31 12:00,20.0,헤스티지 마론 양가죽 남성집업재킷,의류,199000,7620000.0,39
8840,8886,2019-03-31 12:20,20.0,헤스티지 그레이스 양가죽 코트,의류,199000,27455000.0,138
8841,8887,2019-03-31 12:20,20.0,헤스티지 마론 양가죽 남성집업재킷,의류,199000,21050000.0,106
8842,8888,2019-03-31 12:40,20.0,헤스티지 그레이스 양가죽 코트,의류,199000,42322000.0,213
8843,8889,2019-03-31 12:40,20.0,헤스티지 마론 양가죽 남성집업재킷,의류,199000,34843000.0,176
8844,8890,2019-03-31 13:00,20.0,코이모 리빙박스 8종,생활용품,49800,24881000.0,500
8845,8891,2019-03-31 13:20,20.0,코이모 리빙박스 8종,생활용품,49800,49606000.0,997
8846,8892,2019-03-31 13:40,20.0,코이모 리빙박스 8종,생활용품,49800,79872000.0,1604
8847,8893,2019-03-31 14:00,20.0,헤비추얼 여성 이지라이프 데님팬츠 3종,의류,59000,7755000.0,132
8848,8894,2019-03-31 14:00,20.0,헤비추얼 남성 이지라이프 데님팬츠 3종,의류,59000,9709000.0,165
8849,8895,2019-03-31 14:20,20.0,헤비추얼 여성 이지라이프 데님팬츠 3종,의류,59000,18294000.0,311
8850,8896,2019-03-31 14:20,20.0,헤비추얼 남성 이지라이프 데님팬츠 3종,의류,59000,19791000.0,336
8851,8897,2019-03-31 14:40,20.0,헤비추얼 여성 이지라이프 데님팬츠 3종,의류,59000,19460000.0,330
8852,8898,2019-03-31 14:40,20.0,헤비추얼 남성 이지라이프 데님팬츠 3종,의류,59000,19891000.0,338
8853,8899,2019-03-31 15:00,20.0,무이자 쿠쿠전기밥솥 10인용,주방,218000,16914000.0,78
8854,8900,2019-03-31 15:00,20.0,일시불 쿠쿠전기밥솥 10인용,주방,208000,8493000.0,41
8855,8901,2019-03-31 15:00,20.0,무이자 쿠쿠전기밥솥 6인용,주방,208000,2345000.0,12
8856,8902,2019-03-31 15:00,20.0,일시불  쿠쿠전기밥솥 6인용,주방,198000,2965000.0,15
8857,8903,2019-03-31 15:20,20.0,무이자 쿠쿠전기밥솥 10인용,주방,218000,27334000.0,126
8858,8904,2019-03-31 15:20,20.0,일시불 쿠쿠전기밥솥 10인용,주방,208000,13843000.0,67
8859,8905,2019-03-31 15:20,20.0,무이자 쿠쿠전기밥솥 6인용,주방,208000,6169000.0,30
8860,8906,2019-03-31 15:20,20.0,일시불  쿠쿠전기밥솥 6인용,주방,198000,5884000.0,30
8861,8907,2019-03-31 15:40,20.0,무이자 쿠쿠전기밥솥 10인용,주방,218000,31365000.0,144
8862,8908,2019-03-31 15:40,20.0,일시불 쿠쿠전기밥솥 10인용,주방,208000,18425000.0,89
8863,8909,2019-03-31 15:40,20.0,무이자 쿠쿠전기밥솥 6인용,주방,208000,10008000.0,49
8864,8910,2019-03-31 15:40,20.0,일시불  쿠쿠전기밥솥 6인용,주방,198000,6616000.0,34
8865,8911,2019-03-31 16:00,20.0,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,36953000.0,929
8866,8912,2019-03-31 16:20,20.0,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,59811000.0,1503
8867,8913,2019-03-31 16:40,20.0,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,79084000.0,1988
8868,8914,2019-03-31 17:00,20.0,일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2209000,12829000.0,6
8869,8915,2019-03-31 17:00,20.0,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2299000,4484000.0,2
8870,8916,2019-03-31 17:00,20.0,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),가전,1899000,3709000.0,2
8871,8917,2019-03-31 17:00,20.0,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),가전,1989000,0.0,0
8872,8918,2019-03-31 17:20,20.0,일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2209000,17108000.0,8
8873,8919,2019-03-31 17:20,20.0,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2299000,13391000.0,6
8874,8920,2019-03-31 17:20,20.0,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),가전,1899000,7388000.0,4
8875,8921,2019-03-31 17:20,20.0,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),가전,1989000,7736000.0,4
8876,8922,2019-03-31 17:40,20.0,일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2209000,17108000.0,8
8877,8923,2019-03-31 17:40,20.0,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),가전,2299000,22278000.0,10
8878,8924,2019-03-31 17:40,20.0,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),가전,1899000,0.0,0
8879,8925,2019-03-31 17:40,20.0,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),가전,1989000,7736000.0,4
8880,8926,2019-03-31 18:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,50652000.0,846
8881,8929,2019-03-31 19:20,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,12173000.0,136
8882,8930,2019-03-31 19:40,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,40567000.0,452
8883,8931,2019-03-31 20:00,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,60653000.0,676
8884,8932,2019-03-31 20:20,20.0,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000,6426000.0,13
8885,8933,2019-03-31 20:20,20.0,(무) 삼익가구 LED 제니비 서랍형 침대 SS,가구,549000,2857000.0,6
8886,8934,2019-03-31 20:20,20.0,(일) 삼익가구 LED 제니비 서랍형 침대 Q,가구,549000,1456000.0,3
8887,8935,2019-03-31 20:20,20.0,(무) 삼익가구 LED 제니비 서랍형 침대 Q,가구,599000,0.0,0
8888,8936,2019-03-31 20:20,20.0,(일) 삼익가구 LED 제니비 서랍형 침대 K,가구,599000,3113000.0,6
8889,8937,2019-03-31 20:20,20.0,(무) 삼익가구 LED 제니비 서랍형 침대 K,가구,649000,1709000.0,3
8890,8938,2019-03-31 20:40,20.0,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000,11527000.0,24
8891,8939,2019-03-31 20:40,20.0,(무) 삼익가구 LED 제니비 서랍형 침대 SS,가구,549000,7072000.0,13
8892,8940,2019-03-31 20:40,20.0,(일) 삼익가구 LED 제니비 서랍형 침대 Q,가구,549000,7066000.0,13
8893,8941,2019-03-31 20:40,20.0,(무) 삼익가구 LED 제니비 서랍형 침대 Q,가구,599000,3115000.0,6
8894,8942,2019-03-31 20:40,20.0,(일) 삼익가구 LED 제니비 서랍형 침대 K,가구,599000,9240000.0,16
8895,8943,2019-03-31 20:40,20.0,(무) 삼익가구 LED 제니비 서랍형 침대 K,가구,649000,1712000.0,3
8896,8944,2019-03-31 21:00,20.0,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000,47257000.0,95
8897,8945,2019-03-31 21:00,20.0,(무) 삼익가구 LED 제니비 서랍형 침대 SS,가구,549000,16897000.0,31
8898,8946,2019-03-31 21:00,20.0,(일) 삼익가구 LED 제니비 서랍형 침대 Q,가구,549000,14088000.0,26
8899,8947,2019-03-31 21:00,20.0,(무) 삼익가구 LED 제니비 서랍형 침대 Q,가구,599000,13837000.0,24
8900,8948,2019-03-31 21:00,20.0,(일) 삼익가구 LED 제니비 서랍형 침대 K,가구,599000,12303000.0,21
8901,8949,2019-03-31 21:00,20.0,(무) 삼익가구 LED 제니비 서랍형 침대 K,가구,649000,6693000.0,11
8902,8950,2019-03-31 21:20,30.0,일시불 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,2309000,9715000.0,5
8903,8951,2019-03-31 21:20,30.0,무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,2399000,45309000.0,19
8904,8952,2019-03-31 21:20,30.0,일시불 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,가전,1909000,4063000.0,3
8905,8953,2019-03-31 21:20,30.0,무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,가전,1999000,41923000.0,21
8906,8954,2019-03-31 21:50,30.0,일시불 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,2309000,29088000.0,13
8907,8955,2019-03-31 21:50,30.0,무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,가전,2399000,85546000.0,36
8908,8956,2019-03-31 21:50,30.0,일시불 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,가전,1909000,12025000.0,7
8909,8957,2019-03-31 21:50,30.0,무이자 삼성 무풍슬림 스탠드  에어컨  AF16R5773WSK,가전,1999000,29338000.0,15
8910,8958,2019-03-31 22:20,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,3343000.0,3
8911,8959,2019-03-31 22:20,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,3675000.0,3
8912,8960,2019-03-31 22:20,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,13017000.0,8
8913,8961,2019-03-31 22:20,20.0,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,24606000.0,13
8914,8962,2019-03-31 22:20,20.0,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,0.0,0
8915,8963,2019-03-31 22:20,20.0,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,0.0,0
8916,8964,2019-03-31 22:20,20.0,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,0.0,0
8917,8965,2019-03-31 22:20,20.0,무이자 LG 울트라HD TV 75UK6200KNB,가전,3090000,0.0,0
8918,8966,2019-03-31 22:40,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,3343000.0,3
8919,8967,2019-03-31 22:40,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,7325000.0,6
8920,8968,2019-03-31 22:40,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,47528000.0,28
8921,8969,2019-03-31 22:40,20.0,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,14778000.0,8
8922,8970,2019-03-31 22:40,20.0,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,0.0,0
8923,8971,2019-03-31 22:40,20.0,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,0.0,0
8924,8972,2019-03-31 22:40,20.0,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,21415000.0,8
8925,8973,2019-03-31 22:40,20.0,무이자 LG 울트라HD TV 75UK6200KNB,가전,3090000,15799000.0,6
8926,8974,2019-03-31 23:00,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,23100000.0,18
8927,8975,2019-03-31 23:00,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,18199000.0,13
8928,8976,2019-03-31 23:00,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,43265000.0,26
8929,8977,2019-03-31 23:00,20.0,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,14753000.0,8
8930,8978,2019-03-31 23:00,20.0,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,0.0,0
8931,8979,2019-03-31 23:00,20.0,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,0.0,0
8932,8980,2019-03-31 23:00,20.0,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,42806000.0,16
8933,8981,2019-03-31 23:00,20.0,무이자 LG 울트라HD TV 75UK6200KNB,가전,3090000,7912000.0,3
8934,8982,2019-03-31 23:20,20.0,아리스토우 남성오가닉티셔츠,의류,69900,12430000.0,178
8935,8983,2019-03-31 23:20,20.0,아리스토우 여성오가닉티셔츠,의류,69900,17337000.0,249
8936,8984,2019-03-31 23:40,20.0,아리스토우 남성오가닉티셔츠,의류,69900,24916000.0,357
8937,8985,2019-03-31 23:40,20.0,아리스토우 여성오가닉티셔츠,의류,69900,32272000.0,462
8938,8986,2019-04-01 0:00,20.0,아리스토우 남성오가닉티셔츠,의류,69900,8219000.0,118
8939,8987,2019-04-01 0:00,20.0,아리스토우 여성오가닉티셔츠,의류,69900,35947000.0,515
8940,8988,2019-04-01 0:20,20.0,뱅뱅 남성 봄 데님팬츠 3종,의류,69900,7584000.0,109
8941,8989,2019-04-01 0:20,20.0,뱅뱅 여성 봄 데님팬츠 3종,의류,69900,8071000.0,116
8942,8990,2019-04-01 0:40,20.0,뱅뱅 남성 봄 데님팬츠 3종,의류,69900,11109000.0,159
8943,8991,2019-04-01 0:40,20.0,뱅뱅 여성 봄 데님팬츠 3종,의류,69900,16041000.0,230
8944,8992,2019-04-01 1:00,20.0,뱅뱅 남성 봄 데님팬츠 3종,의류,69900,13267000.0,190
8945,8993,2019-04-01 1:00,20.0,뱅뱅 여성 봄 데님팬츠 3종,의류,69900,15121000.0,217
8946,8994,2019-04-01 1:20,20.0,옛날 그 쥐포 110장 (11팩),농수축,32900,13304000.0,405
8947,8995,2019-04-01 1:40,20.0,옛날 그 쥐포 110장 (11팩),농수축,32900,20620000.0,627
8948,8996,2019-04-01 6:00,20.0,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(2019리뉴얼),이미용,39900,10664000.0,268
8949,8997,2019-04-01 6:20,20.0,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(2019리뉴얼),이미용,39900,16239000.0,407
8950,8998,2019-04-01 6:40,20.0,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(2019리뉴얼),이미용,39900,22011000.0,552
8951,8999,2019-04-01 7:00,20.0,NNF SS트레이닝 세트,의류,49000,9190000.0,188
8952,9000,2019-04-01 7:20,20.0,NNF SS트레이닝 세트,의류,49000,20314000.0,415
8953,9001,2019-04-01 7:40,20.0,NNF SS트레이닝 세트,의류,49000,24143000.0,493
8954,9002,2019-04-01 8:00,20.0,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,49900,7231000.0,145
8955,9003,2019-04-01 8:00,20.0,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,49900,4763000.0,96
8956,9004,2019-04-01 8:20,20.0,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,49900,12892000.0,259
8957,9005,2019-04-01 8:20,20.0,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,49900,9892000.0,199
8958,9006,2019-04-01 8:40,20.0,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,49900,17556000.0,352
8959,9007,2019-04-01 8:40,20.0,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,49900,9462000.0,190
8960,9008,2019-04-01 9:00,20.0,코이모 리빙박스 8종,생활용품,49800,17588000.0,354
8961,9009,2019-04-01 9:20,20.0,코이모 리빙박스 8종,생활용품,49800,34526000.0,694
8962,9010,2019-04-01 9:40,20.0,코이모 리빙박스 8종,생활용품,49800,47290000.0,950
8963,9011,2019-04-01 10:00,20.0,헤스티지 그레이스 양가죽 코트,의류,199000,11357000.0,58
8964,9012,2019-04-01 10:00,20.0,헤스티지 마론 양가죽 남성집업재킷,의류,199000,5913000.0,30
8965,9013,2019-04-01 10:20,20.0,헤스티지 그레이스 양가죽 코트,의류,199000,15731000.0,80
8966,9014,2019-04-01 10:20,20.0,헤스티지 마론 양가죽 남성집업재킷,의류,199000,11645000.0,59
8967,9015,2019-04-01 10:40,20.0,헤스티지 그레이스 양가죽 코트,의류,199000,16687000.0,84
8968,9016,2019-04-01 10:40,20.0,헤스티지 마론 양가죽 남성집업재킷,의류,199000,21751000.0,110
8969,9017,2019-04-01 11:00,20.0,로베르타 디 까메리노 메쉬 프리컷 지퍼브라팬티,속옷,59900,11665000.0,195
8970,9018,2019-04-01 11:20,20.0,로베르타 디 까메리노 메쉬 프리컷 지퍼브라팬티,속옷,59900,33565000.0,561
8971,9019,2019-04-01 11:40,20.0,로베르타 디 까메리노 메쉬 프리컷 지퍼브라팬티,속옷,59900,32263000.0,539
8972,9020,2019-04-01 12:00,30.0,스포메틱스 네츄럴 선스틱,이미용,39900,28700000.0,720
8973,9021,2019-04-01 12:30,30.0,스포메틱스 네츄럴 선스틱,이미용,39900,51441000.0,1290
8974,9022,2019-04-01 13:00,20.0,한일 대용량 스텐 분쇄믹서기,주방,109800,18430000.0,168
8975,9023,2019-04-01 13:20,20.0,한일 대용량 스텐 분쇄믹서기,주방,109800,27124000.0,248
8976,9024,2019-04-01 13:40,20.0,한일 대용량 스텐 분쇄믹서기,주방,109800,38509000.0,351
8977,9025,2019-04-01 14:00,30.0,델첸  4in1 텀블러블랜더,주방,74800,37431000.0,501
8978,9026,2019-04-01 14:30,30.0,델첸  4in1 텀블러블랜더,주방,74800,65948000.0,882
8979,9027,2019-04-01 15:00,30.0,오모떼 프런트후크 프레쉬 데오브라 시즌3,속옷,89000,27501000.0,309
8980,9028,2019-04-01 15:30,30.0,오모떼 프런트후크 프레쉬 데오브라 시즌3,속옷,89000,54852000.0,617
8981,9029,2019-04-01 16:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,42164000.0,704
8982,9030,2019-04-01 16:20,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,56753000.0,948
8983,9031,2019-04-01 16:40,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,57591000.0,962
8984,9032,2019-04-01 17:00,20.0,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,8495000.0,51
8985,9033,2019-04-01 17:00,20.0,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,1967000.0,12
8986,9034,2019-04-01 17:00,20.0,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,3749000.0,26
8987,9035,2019-04-01 17:00,20.0,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,1762000.0,12
8988,9036,2019-04-01 17:20,20.0,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,15733000.0,94
8989,9037,2019-04-01 17:20,20.0,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,10325000.0,59
8990,9038,2019-04-01 17:20,20.0,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,8521000.0,58
8991,9039,2019-04-01 17:20,20.0,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,3474000.0,22
8992,9040,2019-04-01 17:40,20.0,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,21740000.0,130
8993,9041,2019-04-01 17:40,20.0,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,15449000.0,87
8994,9042,2019-04-01 17:40,20.0,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,12240000.0,83
8995,9043,2019-04-01 17:40,20.0,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,4605000.0,30
8996,9044,2019-04-01 18:00,20.0,해피콜  IH 진공 스텐 냄비 에디션,주방,119000,16507000.0,139
8997,9045,2019-04-01 18:20,20.0,해피콜  IH 진공 스텐 냄비 에디션,주방,119000,31954000.0,269
8998,9046,2019-04-01 18:40,20.0,해피콜  IH 진공 스텐 냄비 에디션,주방,119000,46372000.0,390
8999,9047,2019-04-01 19:00,20.0,리복 스피드윅 드로즈 12종,속옷,89000,14024000.0,158
9000,9048,2019-04-01 19:00,20.0,리복 델타 피트니스 트렁크 8종,속옷,89000,2532000.0,29
9001,9049,2019-04-01 19:00,20.0,리복 스피드윅 런닝 6종,속옷,89000,1484000.0,17
9002,9050,2019-04-01 19:20,20.0,리복 스피드윅 드로즈 12종,속옷,89000,21621000.0,243
9003,9051,2019-04-01 19:20,20.0,리복 델타 피트니스 트렁크 8종,속옷,89000,4609000.0,52
9004,9052,2019-04-01 19:20,20.0,리복 스피드윅 런닝 6종,속옷,89000,4339000.0,49
9005,9053,2019-04-01 19:40,20.0,리복 스피드윅 드로즈 12종,속옷,89000,34619000.0,389
9006,9054,2019-04-01 19:40,20.0,리복 델타 피트니스 트렁크 8종,속옷,89000,10361000.0,117
9007,9055,2019-04-01 19:40,20.0,리복 스피드윅 런닝 6종,속옷,89000,5761000.0,65
9008,9056,2019-04-01 20:00,20.0,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900,15873000.0,177
9009,9057,2019-04-01 20:20,20.0,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900,41476000.0,462
9010,9058,2019-04-01 20:40,20.0,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900,50187000.0,559
9011,9059,2019-04-01 21:00,20.0,일시불 LG 통돌이 세탁기,가전,439000,29289000.0,67
9012,9060,2019-04-01 21:00,20.0,무이자 LG 통돌이 세탁기,가전,489000,18655000.0,39
9013,9061,2019-04-01 21:20,20.0,일시불 LG 통돌이 세탁기,가전,439000,19521000.0,45
9014,9062,2019-04-01 21:20,20.0,무이자 LG 통돌이 세탁기,가전,489000,37325000.0,77
9015,9063,2019-04-01 21:40,20.0,일시불 LG 통돌이 세탁기,가전,439000,75033000.0,171
9016,9064,2019-04-01 21:40,20.0,무이자 LG 통돌이 세탁기,가전,489000,66926000.0,137
9017,9065,2019-04-01 22:00,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,3248000.0,3
9018,9066,2019-04-01 22:00,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,17678000.0,13
9019,9067,2019-04-01 22:00,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,12620000.0,8
